Seed,Dataset,Model,HyperOpt params
1,sylvine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.223606797749979, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,phoneme,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.447213595499958, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,numerai28.6,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,miniboone,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.1414213562373095, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,jasmine,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.08333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,sylvine,xgb,"{'lambda': '0.0000', 'gamma': '0.8280', 'subsample': '0.7592', 'colsample_bytree': '0.8117', 'max_depth': '11.0000', 'eta': '0.0166', 'scale_pos_weight': '1.0000'}"
1,higgs,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.18898223650461363, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,phoneme,xgb,"{'lambda': '0.0000', 'gamma': '0.4473', 'subsample': '0.8104', 'colsample_bytree': '0.9881', 'max_depth': '9.0000', 'eta': '0.0024', 'scale_pos_weight': '1.2783'}"
1,kc,xgb,"{'lambda': '0.2811', 'gamma': '0.3567', 'subsample': '0.8408', 'colsample_bytree': '0.6844', 'max_depth': '3.0000', 'eta': '0.0013', 'scale_pos_weight': '1.0179'}"
1,numerai28.6,xgb,"{'lambda': '0.0000', 'gamma': '0.8128', 'subsample': '0.7775', 'colsample_bytree': '0.3599', 'max_depth': '3.0000', 'eta': '0.0010', 'scale_pos_weight': '1.0070'}"
1,jasmine,xgb,"{'lambda': '0.0000', 'gamma': '0.0069', 'subsample': '0.7648', 'colsample_bytree': '0.7254', 'max_depth': '11.0000', 'eta': '0.0205', 'scale_pos_weight': '1.0000'}"
1,miniboone,xgb,"{'lambda': '0.0316', 'gamma': '0.0000', 'subsample': '0.3055', 'colsample_bytree': '0.9826', 'max_depth': '11.0000', 'eta': '0.0039', 'scale_pos_weight': '1.4365'}"
1,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,credit-g,xgb,"{'lambda': '0.0008', 'gamma': '0.2197', 'subsample': '0.9443', 'colsample_bytree': '0.8521', 'max_depth': '7.0000', 'eta': '0.0010', 'scale_pos_weight': '1.0410'}"
1,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,guillermo,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.015256954942433837, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,australian,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.2672612419124244, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,bank_marketing,xgb,"{'lambda': '0.0000', 'gamma': '0.0329', 'subsample': '0.7691', 'colsample_bytree': '0.6652', 'max_depth': '5.0000', 'eta': '0.0012', 'scale_pos_weight': '1.5880'}"
1,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,higgs,xgb,"{'lambda': '0.0403', 'gamma': '0.0002', 'subsample': '0.7611', 'colsample_bytree': '0.8467', 'max_depth': '11.0000', 'eta': '0.0016', 'scale_pos_weight': '1.0530'}"
1,australian,xgb,"{'lambda': '0.0335', 'gamma': '0.0000', 'subsample': '0.8922', 'colsample_bytree': '0.3916', 'max_depth': '3.0000', 'eta': '0.0012', 'scale_pos_weight': '1.0709'}"
1,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,credit-g,lgbm,"{'learning_rate': '0.0075', 'lambda_l2': '1.1657', 'max_depth': '8.0000', 'bagging_fraction': '0.8841', 'feature_fraction': '0.7336'}"
4,credit-g,lgbm,"{'learning_rate': '0.0009', 'lambda_l2': '22.5885', 'max_depth': '8.0000', 'bagging_fraction': '0.9449', 'feature_fraction': '0.8597'}"
5,phoneme,lgbm,"{'learning_rate': '0.0125', 'lambda_l2': '0.0012', 'max_depth': '11.0000', 'bagging_fraction': '0.6138', 'feature_fraction': '0.8515'}"
3,phoneme,lgbm,"{'learning_rate': '0.0123', 'lambda_l2': '0.2523', 'max_depth': '10.0000', 'bagging_fraction': '0.7941', 'feature_fraction': '0.7512'}"
1,phoneme,lgbm,"{'learning_rate': '0.0286', 'lambda_l2': '0.2308', 'max_depth': '7.0000', 'bagging_fraction': '0.8002', 'feature_fraction': '0.7695'}"
5,credit-g,lgbm,"{'learning_rate': '0.0150', 'lambda_l2': '34.3628', 'max_depth': '9.0000', 'bagging_fraction': '0.7100', 'feature_fraction': '0.6758'}"
3,credit-g,lgbm,"{'learning_rate': '0.0003', 'lambda_l2': '22.8697', 'max_depth': '7.0000', 'bagging_fraction': '0.9075', 'feature_fraction': '0.7391'}"
4,phoneme,lgbm,"{'learning_rate': '0.0121', 'lambda_l2': '0.0012', 'max_depth': '8.0000', 'bagging_fraction': '0.7995', 'feature_fraction': '0.8718'}"
2,phoneme,lgbm,"{'learning_rate': '0.0044', 'lambda_l2': '0.1475', 'max_depth': '10.0000', 'bagging_fraction': '0.8263', 'feature_fraction': '0.8205'}"
4,australian,lgbm,"{'learning_rate': '0.0014', 'lambda_l2': '33.9405', 'max_depth': '8.0000', 'bagging_fraction': '0.7039', 'feature_fraction': '0.7343'}"
1,credit-g,lgbm,"{'learning_rate': '0.0013', 'lambda_l2': '23.3143', 'max_depth': '11.0000', 'bagging_fraction': '0.8916', 'feature_fraction': '0.6124'}"
2,australian,lgbm,"{'learning_rate': '0.0006', 'lambda_l2': '12.5513', 'max_depth': '7.0000', 'bagging_fraction': '0.7812', 'feature_fraction': '0.5735'}"
3,australian,lgbm,"{'learning_rate': '0.0009', 'lambda_l2': '12.2889', 'max_depth': '11.0000', 'bagging_fraction': '0.9361', 'feature_fraction': '0.4556'}"
5,australian,lgbm,"{'learning_rate': '0.0005', 'lambda_l2': '0.0012', 'max_depth': '7.0000', 'bagging_fraction': '0.7677', 'feature_fraction': '0.8108'}"
1,australian,lgbm,"{'learning_rate': '0.0002', 'lambda_l2': '0.0026', 'max_depth': '10.0000', 'bagging_fraction': '0.8316', 'feature_fraction': '0.3553'}"
5,bank_marketing,lgbm,"{'learning_rate': '0.0297', 'lambda_l2': '0.7703', 'max_depth': '11.0000', 'bagging_fraction': '0.6812', 'feature_fraction': '0.7271'}"
3,bank_marketing,lgbm,"{'learning_rate': '0.0008', 'lambda_l2': '0.0017', 'max_depth': '11.0000', 'bagging_fraction': '0.5951', 'feature_fraction': '0.8892'}"
1,bank_marketing,lgbm,"{'learning_rate': '0.0006', 'lambda_l2': '0.0830', 'max_depth': '9.0000', 'bagging_fraction': '0.8483', 'feature_fraction': '0.8799'}"
2,bank_marketing,lgbm,"{'learning_rate': '0.0006', 'lambda_l2': '0.0101', 'max_depth': '11.0000', 'bagging_fraction': '0.5762', 'feature_fraction': '0.8195'}"
4,bank_marketing,lgbm,"{'learning_rate': '0.0012', 'lambda_l2': '0.0070', 'max_depth': '11.0000', 'bagging_fraction': '0.6979', 'feature_fraction': '0.8148'}"
3,amazon_employee_access,lgbm,"{'learning_rate': '0.0293', 'lambda_l2': '0.0073', 'max_depth': '11.0000', 'bagging_fraction': '0.6363', 'feature_fraction': '0.6625'}"
1,amazon_employee_access,lgbm,"{'learning_rate': '0.0215', 'lambda_l2': '0.2291', 'max_depth': '11.0000', 'bagging_fraction': '0.5039', 'feature_fraction': '0.5174'}"
4,amazon_employee_access,lgbm,"{'learning_rate': '0.0274', 'lambda_l2': '1.1972', 'max_depth': '8.0000', 'bagging_fraction': '0.8486', 'feature_fraction': '0.4828'}"
2,amazon_employee_access,lgbm,"{'learning_rate': '0.0034', 'lambda_l2': '0.4108', 'max_depth': '11.0000', 'bagging_fraction': '0.5797', 'feature_fraction': '0.4749'}"
5,amazon_employee_access,lgbm,"{'learning_rate': '0.0087', 'lambda_l2': '0.0005', 'max_depth': '10.0000', 'bagging_fraction': '0.6390', 'feature_fraction': '0.3216'}"
1,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,jasmine,lgbm,"{'learning_rate': '0.0006', 'lambda_l2': '31.9272', 'max_depth': '10.0000', 'bagging_fraction': '0.8020', 'feature_fraction': '0.6499'}"
3,jasmine,lgbm,"{'learning_rate': '0.0004', 'lambda_l2': '32.9384', 'max_depth': '7.0000', 'bagging_fraction': '0.8864', 'feature_fraction': '0.9923'}"
1,kc,lgbm,"{'learning_rate': '0.0004', 'lambda_l2': '0.0001', 'max_depth': '10.0000', 'bagging_fraction': '0.7034', 'feature_fraction': '0.3978'}"
5,jasmine,lgbm,"{'learning_rate': '0.0003', 'lambda_l2': '8.8911', 'max_depth': '5.0000', 'bagging_fraction': '0.8343', 'feature_fraction': '0.7642'}"
4,jasmine,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.0022', 'max_depth': '6.0000', 'bagging_fraction': '0.8920', 'feature_fraction': '0.6149'}"
2,kc,lgbm,"{'learning_rate': '0.0012', 'lambda_l2': '0.0002', 'max_depth': '3.0000', 'bagging_fraction': '0.7092', 'feature_fraction': '0.3174'}"
2,jasmine,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.0150', 'max_depth': '10.0000', 'bagging_fraction': '0.8983', 'feature_fraction': '0.6348'}"
3,kc,lgbm,"{'learning_rate': '0.0015', 'lambda_l2': '25.7108', 'max_depth': '7.0000', 'bagging_fraction': '0.8441', 'feature_fraction': '0.6783'}"
1,adult,lgbm,"{'learning_rate': '0.0195', 'lambda_l2': '0.4552', 'max_depth': '5.0000', 'bagging_fraction': '0.6446', 'feature_fraction': '0.7642'}"
4,kc,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.0049', 'max_depth': '4.0000', 'bagging_fraction': '0.8549', 'feature_fraction': '0.5439'}"
5,higgs,lgbm,"{'learning_rate': '0.0054', 'lambda_l2': '0.0724', 'max_depth': '8.0000', 'bagging_fraction': '0.6644', 'feature_fraction': '0.7114'}"
1,higgs,lgbm,"{'learning_rate': '0.0052', 'lambda_l2': '23.2101', 'max_depth': '9.0000', 'bagging_fraction': '0.6088', 'feature_fraction': '0.5730'}"
2,adult,lgbm,"{'learning_rate': '0.0017', 'lambda_l2': '0.0010', 'max_depth': '10.0000', 'bagging_fraction': '0.5394', 'feature_fraction': '0.6228'}"
1,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,kc,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.1615', 'max_depth': '6.0000', 'bagging_fraction': '0.8458', 'feature_fraction': '0.3174'}"
3,adult,lgbm,"{'learning_rate': '0.0022', 'lambda_l2': '3.9271', 'max_depth': '8.0000', 'bagging_fraction': '0.8190', 'feature_fraction': '0.8888'}"
3,higgs,lgbm,"{'learning_rate': '0.0074', 'lambda_l2': '3.3771', 'max_depth': '11.0000', 'bagging_fraction': '0.7873', 'feature_fraction': '0.7462'}"
4,higgs,lgbm,"{'learning_rate': '0.0037', 'lambda_l2': '6.9554', 'max_depth': '11.0000', 'bagging_fraction': '0.6883', 'feature_fraction': '0.7086'}"
2,higgs,lgbm,"{'learning_rate': '0.0054', 'lambda_l2': '0.0008', 'max_depth': '9.0000', 'bagging_fraction': '0.5339', 'feature_fraction': '0.6787'}"
5,adult,lgbm,"{'learning_rate': '0.0021', 'lambda_l2': '0.0018', 'max_depth': '5.0000', 'bagging_fraction': '0.7166', 'feature_fraction': '0.6008'}"
4,adult,lgbm,"{'learning_rate': '0.0014', 'lambda_l2': '0.0030', 'max_depth': '6.0000', 'bagging_fraction': '0.8133', 'feature_fraction': '0.6325'}"
1,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0002', 'subsample': '0.8337', 'colsample_bytree': '0.7734', 'max_depth': '9.0000', 'eta': '0.0035', 'scale_pos_weight': '1.0000'}"
1,guillermo,xgb,"{'lambda': '0.1356', 'gamma': '0.0000', 'subsample': '0.7661', 'colsample_bytree': '0.6158', 'max_depth': '11.0000', 'eta': '0.0024', 'scale_pos_weight': '1.0715'}"
1,miniboone,lgbm,"{'learning_rate': '0.0082', 'lambda_l2': '36.4765', 'max_depth': '7.0000', 'bagging_fraction': '0.6431', 'feature_fraction': '0.6622'}"
1,numerai28.6,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '7.5321', 'max_depth': '3.0000', 'bagging_fraction': '0.5030', 'feature_fraction': '0.5513'}"
3,miniboone,lgbm,"{'learning_rate': '0.0103', 'lambda_l2': '0.9201', 'max_depth': '7.0000', 'bagging_fraction': '0.4061', 'feature_fraction': '0.6003'}"
4,miniboone,lgbm,"{'learning_rate': '0.0124', 'lambda_l2': '2.9641', 'max_depth': '7.0000', 'bagging_fraction': '0.4749', 'feature_fraction': '0.8060'}"
2,numerai28.6,lgbm,"{'learning_rate': '0.0003', 'lambda_l2': '3.1131', 'max_depth': '4.0000', 'bagging_fraction': '0.7703', 'feature_fraction': '0.5291'}"
5,miniboone,lgbm,"{'learning_rate': '0.0038', 'lambda_l2': '37.6928', 'max_depth': '9.0000', 'bagging_fraction': '0.7745', 'feature_fraction': '0.7541'}"
1,airlines,lgbm,"{'learning_rate': '0.0122', 'lambda_l2': '0.0011', 'max_depth': '11.0000', 'bagging_fraction': '0.5155', 'feature_fraction': '0.6996'}"
2,miniboone,lgbm,"{'learning_rate': '0.0157', 'lambda_l2': '3.0633', 'max_depth': '9.0000', 'bagging_fraction': '0.5238', 'feature_fraction': '0.9035'}"
1,airlines,xgb,"{'lambda': '0.0296', 'gamma': '0.0281', 'subsample': '0.3989', 'colsample_bytree': '0.5036', 'max_depth': '11.0000', 'eta': '0.0037', 'scale_pos_weight': '1.0450'}"
3,numerai28.6,lgbm,"{'learning_rate': '0.0004', 'lambda_l2': '0.3546', 'max_depth': '3.0000', 'bagging_fraction': '0.7302', 'feature_fraction': '0.6974'}"
2,airlines,lgbm,"{'learning_rate': '0.0071', 'lambda_l2': '0.1070', 'max_depth': '10.0000', 'bagging_fraction': '0.3903', 'feature_fraction': '0.5900'}"
3,airlines,lgbm,"{'learning_rate': '0.0079', 'lambda_l2': '0.1130', 'max_depth': '10.0000', 'bagging_fraction': '0.6085', 'feature_fraction': '0.5145'}"
1,sylvine,lgbm,"{'learning_rate': '0.0281', 'lambda_l2': '0.0421', 'max_depth': '9.0000', 'bagging_fraction': '0.5014', 'feature_fraction': '0.5323'}"
4,airlines,lgbm,"{'learning_rate': '0.0129', 'lambda_l2': '0.0001', 'max_depth': '10.0000', 'bagging_fraction': '0.4424', 'feature_fraction': '0.3325'}"
2,sylvine,lgbm,"{'learning_rate': '0.0024', 'lambda_l2': '0.2281', 'max_depth': '8.0000', 'bagging_fraction': '0.5058', 'feature_fraction': '0.6141'}"
4,numerai28.6,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.0004', 'max_depth': '3.0000', 'bagging_fraction': '0.6363', 'feature_fraction': '0.9544'}"
4,sylvine,lgbm,"{'learning_rate': '0.0296', 'lambda_l2': '0.0033', 'max_depth': '9.0000', 'bagging_fraction': '0.5043', 'feature_fraction': '0.5007'}"
3,sylvine,lgbm,"{'learning_rate': '0.0062', 'lambda_l2': '0.0096', 'max_depth': '10.0000', 'bagging_fraction': '0.5535', 'feature_fraction': '0.7708'}"
5,numerai28.6,lgbm,"{'learning_rate': '0.0001', 'lambda_l2': '0.0001', 'max_depth': '7.0000', 'bagging_fraction': '0.5045', 'feature_fraction': '0.9691'}"
5,sylvine,lgbm,"{'learning_rate': '0.0009', 'lambda_l2': '0.0014', 'max_depth': '11.0000', 'bagging_fraction': '0.5759', 'feature_fraction': '0.6913'}"
5,airlines,lgbm,"{'learning_rate': '0.0084', 'lambda_l2': '0.0480', 'max_depth': '9.0000', 'bagging_fraction': '0.6180', 'feature_fraction': '0.5064'}"
1,adult,xgb,"{'lambda': '0.0001', 'gamma': '0.0000', 'subsample': '0.7704', 'colsample_bytree': '0.8566', 'max_depth': '5.0000', 'eta': '0.0023', 'scale_pos_weight': '1.3641'}"
2,albert,lgbm,"{'learning_rate': '0.0090', 'lambda_l2': '3.8463', 'max_depth': '9.0000', 'bagging_fraction': '0.8395', 'feature_fraction': '0.6105'}"
3,albert,lgbm,"{'learning_rate': '0.0085', 'lambda_l2': '0.0131', 'max_depth': '7.0000', 'bagging_fraction': '0.4626', 'feature_fraction': '0.8556'}"
1,amazon_employee_access,xgb,"{'lambda': '0.0013', 'gamma': '0.0000', 'subsample': '0.6269', 'colsample_bytree': '0.3072', 'max_depth': '11.0000', 'eta': '0.0024', 'scale_pos_weight': '6.2236'}"
4,albert,lgbm,"{'learning_rate': '0.0148', 'lambda_l2': '0.0437', 'max_depth': '7.0000', 'bagging_fraction': '0.3770', 'feature_fraction': '0.8261'}"
2,guillermo,lgbm,"{'learning_rate': '0.0103', 'lambda_l2': '0.1007', 'max_depth': '8.0000', 'bagging_fraction': '0.5527', 'feature_fraction': '0.3532'}"
5,albert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '1.4731', 'max_depth': '9.0000', 'bagging_fraction': '0.4398', 'feature_fraction': '0.9962'}"
1,albert,lgbm,"{'learning_rate': '0.0226', 'lambda_l2': '0.0011', 'max_depth': '7.0000', 'bagging_fraction': '0.5842', 'feature_fraction': '0.6292'}"
5,guillermo,lgbm,"{'learning_rate': '0.0174', 'lambda_l2': '0.6119', 'max_depth': '8.0000', 'bagging_fraction': '0.7747', 'feature_fraction': '0.2655'}"
4,guillermo,lgbm,"{'learning_rate': '0.0072', 'lambda_l2': '16.7757', 'max_depth': '11.0000', 'bagging_fraction': '0.6511', 'feature_fraction': '0.5784'}"
1,higgs,xgb,"{'lambda': '0.0068', 'gamma': '0.1752', 'subsample': '0.6933', 'colsample_bytree': '0.9967', 'max_depth': '7.0000', 'eta': '0.0029', 'scale_pos_weight': '1.0316'}"
1,guillermo,lgbm,"{'learning_rate': '0.0183', 'lambda_l2': '9.3395', 'max_depth': '10.0000', 'bagging_fraction': '0.6587', 'feature_fraction': '0.2658'}"
3,guillermo,lgbm,"{'learning_rate': '0.0063', 'lambda_l2': '0.0096', 'max_depth': '10.0000', 'bagging_fraction': '0.5462', 'feature_fraction': '0.2956'}"
5,phoneme,xgb,"{'lambda': '0.6788', 'gamma': '0.0000', 'subsample': '0.7304', 'colsample_bytree': '0.8032', 'max_depth': '7.0000', 'eta': '0.0049', 'scale_pos_weight': '1.6501'}"
3,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,phoneme,xgb,"{'lambda': '0.2891', 'gamma': '0.0000', 'subsample': '0.5485', 'colsample_bytree': '0.8035', 'max_depth': '11.0000', 'eta': '0.0243', 'scale_pos_weight': '1.2836'}"
4,phoneme,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8104', 'colsample_bytree': '0.9843', 'max_depth': '11.0000', 'eta': '0.0032', 'scale_pos_weight': '1.5653'}"
3,phoneme,xgb,"{'lambda': '0.0057', 'gamma': '0.0000', 'subsample': '0.8455', 'colsample_bytree': '0.9167', 'max_depth': '11.0000', 'eta': '0.0028', 'scale_pos_weight': '1.3938'}"
2,credit-g,xgb,"{'lambda': '0.0034', 'gamma': '0.0000', 'subsample': '0.8876', 'colsample_bytree': '0.6959', 'max_depth': '9.0000', 'eta': '0.0496', 'scale_pos_weight': '1.6304'}"
3,credit-g,xgb,"{'lambda': '0.0000', 'gamma': '0.6758', 'subsample': '0.7434', 'colsample_bytree': '0.7392', 'max_depth': '9.0000', 'eta': '0.0010', 'scale_pos_weight': '1.1234'}"
4,credit-g,xgb,"{'lambda': '0.0010', 'gamma': '0.5769', 'subsample': '0.7687', 'colsample_bytree': '0.8796', 'max_depth': '9.0000', 'eta': '0.0011', 'scale_pos_weight': '1.0116'}"
5,credit-g,xgb,"{'lambda': '0.0001', 'gamma': '0.0074', 'subsample': '0.8114', 'colsample_bytree': '0.7962', 'max_depth': '3.0000', 'eta': '0.0018', 'scale_pos_weight': '1.1786'}"
2,bank_marketing,xgb,"{'lambda': '0.0722', 'gamma': '0.0001', 'subsample': '0.8311', 'colsample_bytree': '0.7774', 'max_depth': '5.0000', 'eta': '0.0488', 'scale_pos_weight': '2.5656'}"
4,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,bank_marketing,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.140028008402801, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,bank_marketing,xgb,"{'lambda': '0.0000', 'gamma': '0.4203', 'subsample': '0.7392', 'colsample_bytree': '0.9969', 'max_depth': '5.0000', 'eta': '0.0011', 'scale_pos_weight': '3.2434'}"
5,bank_marketing,xgb,"{'lambda': '0.0000', 'gamma': '0.0007', 'subsample': '0.8039', 'colsample_bytree': '0.9854', 'max_depth': '3.0000', 'eta': '0.0118', 'scale_pos_weight': '3.0613'}"
4,bank_marketing,xgb,"{'lambda': '0.4324', 'gamma': '0.0000', 'subsample': '0.7954', 'colsample_bytree': '0.6038', 'max_depth': '9.0000', 'eta': '0.0011', 'scale_pos_weight': '1.6771'}"
3,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,credit-g,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.12803687993289598, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,phoneme,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.447213595499958, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,phoneme,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.447213595499958, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8380', 'colsample_bytree': '0.6301', 'max_depth': '9.0000', 'eta': '0.0016', 'scale_pos_weight': '1.0520'}"
5,phoneme,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.447213595499958, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,phoneme,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.447213595499958, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,albert,lgbm,"{'learning_rate': '0.0190', 'lambda_l2': '2.7869', 'max_depth': '9.0000', 'bagging_fraction': '0.5703', 'feature_fraction': '0.6698'}"
2,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,higgs,xgb,"{'lambda': '0.0001', 'gamma': '0.0000', 'subsample': '0.6919', 'colsample_bytree': '0.7423', 'max_depth': '9.0000', 'eta': '0.0030', 'scale_pos_weight': '1.0074'}"
4,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,amazon_employee_access,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.3333333333333333, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7141', 'colsample_bytree': '0.7833', 'max_depth': '9.0000', 'eta': '0.0020', 'scale_pos_weight': '1.0382'}"
